tourney_name,round,winner_name,loser_name,surface,total_ServiceGames,total_aces
Kitzbuhel,R32,Thiago Seyboth Wild,Dennis Novak,Clay,19,10
Kitzbuhel,R32,Albert Ramos,Juan Pablo Varillas,Clay,19,12
Kitzbuhel,R32,Zhizhen Zhang,Dusan Lajovic,Clay,17,5
Kitzbuhel,R32,Dominic Thiem,Facundo Bagnis,Clay,24,16
Kitzbuhel,R32,Arthur Rinderknech,Juan Manuel Cerundolo,Clay,30,22
Los Cabos,F,Stefanos Tsitsipas,Alex De Minaur,Hard,19,3
Los Cabos,SF,Stefanos Tsitsipas,Borna Coric,Hard,17,8
Los Cabos,SF,Alex De Minaur,Dominik Koepfer,Hard,27,4
Los Cabos,QF,Stefanos Tsitsipas,Nicolas Jarry,Hard,32,20
Los Cabos,QF,Borna Coric,Ilya Ivashka,Hard,19,9
Los Cabos,QF,Alex De Minaur,Tommy Paul,Hard,28,7
Los Cabos,QF,Dominik Koepfer,Aleksandar Kovacevic,Hard,22,16
Los Cabos,R16,Stefanos Tsitsipas,John Isner,Hard,18,15
Los Cabos,R16,Nicolas Jarry,Gijs Brouwer,Hard,32,12
Los Cabos,R16,Borna Coric,Jason Jung,Hard,15,5
Los Cabos,R16,Ilya Ivashka,Borna Gojo,Hard,30,16
Los Cabos,R16,Alex De Minaur,Thiago Agustin Tirante,Hard,15,3
Los Cabos,R16,Tommy Paul,Felipe Meligeni Alves,Hard,24,8
Los Cabos,R16,Dominik Koepfer,James Duckworth,Hard,16,7
Los Cabos,R16,Aleksandar Kovacevic,Cameron Norrie,Hard,34,21
Los Cabos,R32,John Isner,Rinky Hijikata,Hard,20,19
Los Cabos,R32,Gijs Brouwer,Gabriel Diallo,Hard,26,9
Los Cabos,R32,Nicolas Jarry,Rodrigo Pacheco Mendez,Hard,16,4
Los Cabos,R32,Jason Jung,Ernesto Escobedo,Hard,29,11
Los Cabos,R32,Borna Gojo,Cristian Garin,Hard,31,23
Los Cabos,R32,Ilya Ivashka,Beibit Zhukayev,Hard,30,15
Los Cabos,R32,Alex De Minaur,Skander Mansouri,Hard,20,7
Los Cabos,R32,Thiago Agustin Tirante,Gonzalo Lama,Hard,20,5
Los Cabos,R32,Felipe Meligeni Alves,Alejandro Tabilo,Hard,18,12
Los Cabos,R32,Dominik Koepfer,Tomas Barrios Vera,Hard,19,5
Los Cabos,R32,James Duckworth,Otto Virtanen,Hard,15,9
Los Cabos,R32,Aleksandar Kovacevic,Omni Kumar,Hard,20,11
Washington,F,Daniel Evans,Tallon Griekspoor,Hard,21,18
Washington,SF,Tallon Griekspoor,Taylor Fritz,Hard,26,20
Washington,SF,Daniel Evans,Grigor Dimitrov,Hard,21,6
Washington,QF,Taylor Fritz,Jordan Thompson,Hard,18,8
Washington,QF,Tallon Griekspoor,J J Wolf,Hard,22,18
Washington,QF,Daniel Evans,Frances Tiafoe,Hard,22,26
Washington,R16,Taylor Fritz,Andy Murray,Hard,31,23
Washington,R16,Jordan Thompson,Christopher Eubanks,Hard,16,9
Washington,R16,J J Wolf,Michael Mmoh,Hard,22,26
Washington,R16,Tallon Griekspoor,Gael Monfils,Hard,26,17
Washington,R16,Grigor Dimitrov,Emil Ruusuvuori,Hard,19,6
Washington,R16,Ugo Humbert,Yosuke Watanuki,Hard,14,5
Washington,R16,Daniel Evans,Alexander Shevchenko,Hard,19,6
Washington,R16,Frances Tiafoe,Juncheng Shang,Hard,17,15
Washington,R32,Taylor Fritz,Zachary Svajda,Hard,18,9
Washington,R32,Andy Murray,Brandon Nakashima,Hard,22,12
Washington,R32,Christopher Eubanks,Sho Shimabukuro,Hard,19,15
Washington,R32,Jordan Thompson,Adrian Mannarino,Hard,22,10
Washington,R32,Michael Mmoh,Hubert Hurkacz,Hard,33,27
Washington,R32,J J Wolf,Radu Albot,Hard,16,12
Washington,R32,Tallon Griekspoor,Liam Broady,Hard,18,12
Washington,R32,Gael Monfils,Alexander Bublik,Hard,19,8
Washington,R32,Grigor Dimitrov,Mackenzie Mcdonald,Hard,20,2
Washington,R32,Emil Ruusuvuori,Yoshihito Nishioka,Hard,30,14
Washington,R32,Ugo Humbert,Thanasi Kokkinakis,Hard,29,16
Washington,R32,Yosuke Watanuki,Felix Auger Aliassime,Hard,24,13
Washington,R32,Alexander Shevchenko,Sebastian Korda,Hard,34,13
Washington,R32,Daniel Evans,Gregoire Barrere,Hard,23,12
Washington,R32,Juncheng Shang,Ben Shelton,Hard,26,6
Washington,R32,Frances Tiafoe,Aslan Karatsev,Hard,24,15
Washington,R64,Zachary Svajda,Max Purcell,Hard,34,22
Washington,R64,Brandon Nakashima,Aleksandar Vukic,Hard,24,15
Washington,R64,Sho Shimabukuro,Lloyd Harris,Hard,19,14
Washington,R64,Jordan Thompson,Kevin Anderson,Hard,29,30
Washington,R64,Michael Mmoh,Bradley Klahn,Hard,18,12
Washington,R64,Radu Albot,Marcos Giron,Hard,33,15
Washington,R64,Liam Broady,Corentin Moutet,Hard,22,6
Washington,R64,Gael Monfils,Bjorn Fratangelo,Hard,19,7
Washington,R64,Mackenzie Mcdonald,Diego Schwartzman,Hard,18,8
Washington,R64,Emil Ruusuvuori,Constant Lestienne,Hard,20,11
Washington,R64,Thanasi Kokkinakis,Taro Daniel,Hard,28,8
Washington,R64,Yosuke Watanuki,Yibing Wu,Hard,5,1
Washington,R64,Alexander Shevchenko,Maxime Cressy,Hard,21,8
Washington,R64,Gregoire Barrere,Shintaro Mochizuki,Hard,31,12
Washington,R64,Juncheng Shang,Emilio Gomez,Hard,18,5
Washington,R64,Aslan Karatsev,Kiranpal Pannu,Hard,19,12
Canada Masters,F,Jannik Sinner,Alex De Minaur,Hard,17,6
Canada Masters,SF,Jannik Sinner,Tommy Paul,Hard,20,7
Canada Masters,SF,Alex De Minaur,Alejandro Davidovich Fokina,Hard,16,4
Canada Masters,QF,Tommy Paul,Carlos Alcaraz,Hard,28,6
Canada Masters,QF,Jannik Sinner,Gael Monfils,Hard,29,24
Canada Masters,QF,Alejandro Davidovich Fokina,Mackenzie Mcdonald,Hard,18,5
Canada Masters,QF,Alex De Minaur,Daniil Medvedev,Hard,24,9
Canada Masters,R16,Carlos Alcaraz,Hubert Hurkacz,Hard,33,14
Canada Masters,R16,Tommy Paul,Marcos Giron,Hard,17,7
Canada Masters,R16,Gael Monfils,Aleksandar Vukic,Hard,20,13
Canada Masters,R16,Mackenzie Mcdonald,Milos Raonic,Hard,18,14
Canada Masters,R16,Alejandro Davidovich Fokina,Casper Ruud,Hard,34,18
Canada Masters,R16,Alex De Minaur,Taylor Fritz,Hard,29,15
Canada Masters,R16,Daniil Medvedev,Lorenzo Musetti,Hard,20,4
Canada Masters,R32,Carlos Alcaraz,Ben Shelton,Hard,21,9
Canada Masters,R32,Hubert Hurkacz,Miomir Kecmanovic,Hard,27,26
Canada Masters,R32,Tommy Paul,Francisco Cerundolo,Hard,33,9
Canada Masters,R32,Marcos Giron,Holger Rune,Hard,27,12
Canada Masters,R32,Gael Monfils,Stefanos Tsitsipas,Hard,19,10
Canada Masters,R32,Aleksandar Vukic,Sebastian Korda,Hard,31,14
Canada Masters,R32,Andy Murray,Max Purcell,Hard,33,15
Canada Masters,R32,Jannik Sinner,Matteo Berrettini,Hard,19,20
Canada Masters,R32,Mackenzie Mcdonald,Andrey Rublev,Hard,19,3
Canada Masters,R32,Milos Raonic,Taro Daniel,Hard,19,18
Canada Masters,R32,Alejandro Davidovich Fokina,Alexander Zverev,Hard,15,7
Canada Masters,R32,Casper Ruud,Jiri Lehecka,Hard,22,10
Canada Masters,R32,Taylor Fritz,Ugo Humbert,Hard,30,23
Canada Masters,R32,Alex De Minaur,Gabriel Diallo,Hard,22,13
Canada Masters,R32,Lorenzo Musetti,Thanasi Kokkinakis,Hard,32,13
Canada Masters,R32,Daniil Medvedev,Matteo Arnaldi,Hard,20,13
Canada Masters,R64,Ben Shelton,Bernabe Zapata Miralles,Hard,22,5
Canada Masters,R64,Miomir Kecmanovic,Cristian Garin,Hard,32,8
Canada Masters,R64,Hubert Hurkacz,Alexander Bublik,Hard,21,17
Canada Masters,R64,Tommy Paul,Diego Schwartzman,Hard,28,13
Canada Masters,R64,Francisco Cerundolo,Alexis Galarneau,Hard,28,13
Canada Masters,R64,Marcos Giron,Emil Ruusuvuori,Hard,24,8
Canada Masters,R64,Gael Monfils,Christopher Eubanks,Hard,31,20
Canada Masters,R64,Sebastian Korda,Tomas Martin Etcheverry,Hard,17,9
Canada Masters,R64,Aleksandar Vukic,Borna Coric,Hard,17,6
Canada Masters,R64,Max Purcell,Felix Auger Aliassime,Hard,20,13
Canada Masters,R64,Andy Murray,Lorenzo Sonego,Hard,18,5
Canada Masters,R64,Matteo Berrettini,Gregoire Barrere,Hard,19,15
Canada Masters,R64,Mackenzie Mcdonald,Aslan Karatsev,Hard,19,7
Canada Masters,R64,Taro Daniel,Adrian Mannarino,Hard,22,12
Canada Masters,R64,Milos Raonic,Frances Tiafoe,Hard,33,45
Canada Masters,R64,Alexander Zverev,Tallon Griekspoor,Hard,22,17
Canada Masters,R64,Alejandro Davidovich Fokina,J J Wolf,Hard,14,6
Canada Masters,R64,Jiri Lehecka,Brandon Nakashima,Hard,33,15
Canada Masters,R64,Ugo Humbert,Nicolas Jarry,Hard,29,12
Canada Masters,R64,Gabriel Diallo,Daniel Evans,Hard,24,16
Canada Masters,R64,Alex De Minaur,Cameron Norrie,Hard,22,6
Canada Masters,R64,Lorenzo Musetti,Yoshihito Nishioka,Hard,17,11
Canada Masters,R64,Thanasi Kokkinakis,Zhizhen Zhang,Hard,22,20
Canada Masters,R64,Matteo Arnaldi,Vasek Pospisil,Hard,20,17
Cincinnati Masters,F,Novak Djokovic,Carlos Alcaraz,Hard,36,13
Cincinnati Masters,SF,Carlos Alcaraz,Hubert Hurkacz,Hard,29,12
Cincinnati Masters,SF,Novak Djokovic,Alexander Zverev,Hard,24,14
Cincinnati Masters,QF,Carlos Alcaraz,Max Purcell,Hard,29,16
Cincinnati Masters,QF,Hubert Hurkacz,Alexei Popyrin,Hard,19,12
Cincinnati Masters,QF,Alexander Zverev,Adrian Mannarino,Hard,17,4
Cincinnati Masters,QF,Novak Djokovic,Taylor Fritz,Hard,16,3
Cincinnati Masters,R16,Carlos Alcaraz,Tommy Paul,Hard,33,17
Cincinnati Masters,R16,Max Purcell,Stan Wawrinka,Hard,18,11
Cincinnati Masters,R16,Hubert Hurkacz,Stefanos Tsitsipas,Hard,19,18
Cincinnati Masters,R16,Alexei Popyrin,Emil Ruusuvuori,Hard,24,9
Cincinnati Masters,R16,Adrian Mannarino,Mackenzie Mcdonald,Hard,13,2
Cincinnati Masters,R16,Alexander Zverev,Daniil Medvedev,Hard,32,9
Cincinnati Masters,R16,Taylor Fritz,Dusan Lajovic,Hard,5,3
Cincinnati Masters,R16,Novak Djokovic,Gael Monfils,Hard,17,7
Cincinnati Masters,R32,Carlos Alcaraz,Jordan Thompson,Hard,31,7
Cincinnati Masters,R32,Tommy Paul,Ugo Humbert,Hard,19,12
Cincinnati Masters,R32,Stan Wawrinka,Frances Tiafoe,Hard,19,18
Cincinnati Masters,R32,Max Purcell,Casper Ruud,Hard,29,24
Cincinnati Masters,R32,Stefanos Tsitsipas,Ben Shelton,Hard,24,13
Cincinnati Masters,R32,Hubert Hurkacz,Borna Coric,Hard,30,12
Cincinnati Masters,R32,Emil Ruusuvuori,Andrey Rublev,Hard,36,14
Cincinnati Masters,R32,Mackenzie Mcdonald,Holger Rune,Hard,12,4
Cincinnati Masters,R32,Adrian Mannarino,Felix Auger Aliassime,Hard,20,3
Cincinnati Masters,R32,Alexander Zverev,Yoshihito Nishioka,Hard,22,11
Cincinnati Masters,R32,Daniil Medvedev,Lorenzo Musetti,Hard,17,3
Cincinnati Masters,R32,Dusan Lajovic,Jannik Sinner,Hard,22,10
Cincinnati Masters,R32,Taylor Fritz,Lorenzo Sonego,Hard,22,9
Cincinnati Masters,R32,Gael Monfils,Alex De Minaur,Hard,22,5
Cincinnati Masters,R32,Novak Djokovic,Alejandro Davidovich Fokina,Hard,10,7
Cincinnati Masters,R64,Jordan Thompson,John Isner,Hard,24,25
Cincinnati Masters,R64,Ugo Humbert,Arthur Fils,Hard,27,6
Cincinnati Masters,R64,Tommy Paul,Miomir Kecmanovic,Hard,24,7
Cincinnati Masters,R64,Frances Tiafoe,Tallon Griekspoor,Hard,32,27
Cincinnati Masters,R64,Stan Wawrinka,Brandon Nakashima,Hard,30,15
Cincinnati Masters,R64,Max Purcell,Lloyd Harris,Hard,20,11
Cincinnati Masters,R64,Ben Shelton,Christopher Eubanks,Hard,32,17
Cincinnati Masters,R64,Hubert Hurkacz,Thanasi Kokkinakis,Hard,33,17
Cincinnati Masters,R64,Borna Coric,Sebastian Korda,Hard,22,11
Cincinnati Masters,R64,Alexei Popyrin,Daniel Altmaier,Hard,32,15
Cincinnati Masters,R64,Nicolas Jarry,Roman Safiullin,Hard,28,10
Cincinnati Masters,R64,Emil Ruusuvuori,Corentin Moutet,Hard,18,2
Cincinnati Masters,R64,Mackenzie Mcdonald,Yannick Hanfmann,Hard,19,4
Cincinnati Masters,R64,Adrian Mannarino,Richard Gasquet,Hard,19,6
Cincinnati Masters,R64,Felix Auger Aliassime,Matteo Berrettini,Hard,27,12
Cincinnati Masters,R64,Alexander Zverev,Grigor Dimitrov,Hard,16,8
Cincinnati Masters,R64,Yoshihito Nishioka,Gregoire Barrere,Hard,22,5
Cincinnati Masters,R64,Lorenzo Musetti,Daniel Evans,Hard,19,4
Cincinnati Masters,R64,Dusan Lajovic,Francisco Cerundolo,Hard,19,3
Cincinnati Masters,R64,Lorenzo Sonego,Alexander Shevchenko,Hard,27,3
Cincinnati Masters,R64,Taylor Fritz,Jiri Lehecka,Hard,20,11
Cincinnati Masters,R64,Gael Monfils,Cameron Norrie,Hard,28,6
Cincinnati Masters,R64,Alex De Minaur,J J Wolf,Hard,22,10
Cincinnati Masters,R64,Alejandro Davidovich Fokina,Tomas Martin Etcheverry,Hard,18,3
Winston-Salem,F,Sebastian Baez,Jiri Lehecka,Hard,19,9
Winston-Salem,SF,Sebastian Baez,Borna Coric,Hard,33,13
Winston-Salem,QF,Borna Coric,Juan Manuel Cerundolo,Hard,16,8
Winston-Salem,QF,Sebastian Baez,Laslo Djere,Hard,15,3
Winston-Salem,QF,Sebastian Korda,Richard Gasquet,Hard,29,23
Winston-Salem,QF,Jiri Lehecka,Max Purcell,Hard,22,17
Winston-Salem,R16,Borna Coric,Michael Mmoh,Hard,31,18
Winston-Salem,R16,Juan Manuel Cerundolo,Omni Kumar,Hard,21,6
Winston-Salem,R16,Laslo Djere,Alex Michelsen,Hard,20,5
Winston-Salem,R16,Sebastian Baez,Aleksandar Vukic,Hard,30,16
Winston-Salem,R16,Richard Gasquet,Brandon Nakashima,Hard,28,21
Winston-Salem,R16,Sebastian Korda,Marton Fucsovics,Hard,21,10
Winston-Salem,R16,Jiri Lehecka,Dominik Koepfer,Hard,28,9
Winston-Salem,R16,Max Purcell,Tallon Griekspoor,Hard,24,19
Winston-Salem,R32,Borna Coric,Rinky Hijikata,Hard,20,6
Winston-Salem,R32,Michael Mmoh,Marcos Giron,Hard,19,5
Winston-Salem,R32,Juan Manuel Cerundolo,Yannick Hanfmann,Hard,36,12
Winston-Salem,R32,Omni Kumar,Botic Van De Zandschulp,Hard,21,9
Winston-Salem,R32,Laslo Djere,Facundo Diaz Acosta,Hard,18,6
Winston-Salem,R32,Alex Michelsen,Sebastian Ofner,Hard,24,7
Winston-Salem,R32,Aleksandar Vukic,Luca Van Assche,Hard,30,24
Winston-Salem,R32,Sebastian Baez,Daniel Elahi Galan,Hard,29,11
Winston-Salem,R32,Brandon Nakashima,Arthur Fils,Hard,32,28
Winston-Salem,R32,Richard Gasquet,Marc Andrea Huesler,Hard,20,15
Winston-Salem,R32,Marton Fucsovics,Zhizhen Zhang,Hard,18,4
Winston-Salem,R32,Sebastian Korda,Benjamin Bonzi,Hard,17,16
Winston-Salem,R32,Jiri Lehecka,Mitchell Krueger,Hard,25,12
Winston-Salem,R32,Dominik Koepfer,Strong Kirchheimer,Hard,17,10
Winston-Salem,R32,Max Purcell,Andrey Kuznetsov,Hard,17,11
Winston-Salem,R32,Tallon Griekspoor,Jack Draper,Hard,12,7
Winston-Salem,R64,Rinky Hijikata,Illya Marchenko,Hard,27,10
Winston-Salem,R64,Michael Mmoh,Darian King,Hard,26,11
Winston-Salem,R64,Juan Manuel Cerundolo,Roman Safiullin,Hard,30,16
Winston-Salem,R64,Omni Kumar,Arthur Rinderknech,Hard,21,11
Winston-Salem,R64,Facundo Diaz Acosta,Quentin Halys,Hard,28,15
Winston-Salem,R64,Alex Michelsen,Juan Pablo Varillas,Hard,27,14
Winston-Salem,R64,Luca Van Assche,Thai Son Kwiatkowski,Hard,26,4
Winston-Salem,R64,Daniel Elahi Galan,Radu Albot,Hard,19,14
Winston-Salem,R64,Brandon Nakashima,Jason Kubler,Hard,28,14
Winston-Salem,R64,Marc Andrea Huesler,Alexander Shevchenko,Hard,23,13
Winston-Salem,R64,Zhizhen Zhang,Ilya Ivashka,Hard,30,11
Winston-Salem,R64,Benjamin Bonzi,Alexandre Muller,Hard,20,13
Winston-Salem,R64,Mitchell Krueger,Pavel Kotov,Hard,19,11
Winston-Salem,R64,Dominik Koepfer,Constant Lestienne,Hard,31,24
Winston-Salem,R64,Max Purcell,Marco Cecchinato,Hard,17,7
Winston-Salem,R64,Jack Draper,Nuno Borges,Hard,16,11
Us Open,R128,Carlos Alcaraz,Dominik Koepfer,Hard,13,5
Us Open,R128,Lloyd Harris,Guido Pella,Hard,33,33
Us Open,R128,Botic Van De Zandschulp,Jordan Thompson,Hard,9,6
Us Open,R128,Daniel Evans,Daniel Elahi Galan,Hard,30,17
Us Open,R128,Arthur Fils,Tallon Griekspoor,Hard,52,35
Us Open,R128,Matteo Arnaldi,Jason Kubler,Hard,10,8
Us Open,R128,Yu Hsiou Hsu,Thanasi Kokkinakis,Hard,37,23
Us Open,R128,Cameron Norrie,Alexander Shevchenko,Hard,25,12
Us Open,R128,Alexander Zverev,Aleksandar Vukic,Hard,30,18
Us Open,R128,Daniel Altmaier,Constant Lestienne,Hard,37,20
Us Open,R128,Andy Murray,Corentin Moutet,Hard,29,9
Us Open,R128,Grigor Dimitrov,Alex Molcan,Hard,58,28
Us Open,R128,Tomas Martin Etcheverry,Otto Virtanen,Hard,52,20
Us Open,R128,Stan Wawrinka,Yoshihito Nishioka,Hard,31,14
Us Open,R128,Lorenzo Sonego,Nicolas Moreno De Alboran,Hard,27,13
Us Open,R128,Jannik Sinner,Yannick Hanfmann,Hard,23,12
Us Open,R128,Daniil Medvedev,Attila Balazs,Hard,20,8
Us Open,R128,Christopher Oconnell,Max Purcell,Hard,42,40
Us Open,R128,Felipe Meligeni Alves,James Duckworth,Hard,32,27
Us Open,R128,Sebastian Baez,Borna Coric,Hard,31,9
Us Open,R128,Nicolas Jarry,Luca Van Assche,Hard,39,35
Us Open,R128,Alex Michelsen,Albert Ramos,Hard,29,9
Us Open,R128,Yibing Wu,Dusan Lajovic,Hard,45,18
Us Open,R128,Alex De Minaur,Timofey Skatov,Hard,36,9
Us Open,R128,Michael Mmoh,Karen Khachanov,Hard,26,14
Us Open,R128,John Isner,Facundo Diaz Acosta,Hard,32,16
Us Open,R128,Jack Draper,Radu Albot,Hard,26,10
Us Open,R128,Hubert Hurkacz,Marc Andrea Huesler,Hard,51,30
Us Open,R128,Matteo Berrettini,Ugo Humbert,Hard,28,14
Us Open,R128,Arthur Rinderknech,Diego Schwartzman,Hard,27,19
Us Open,R128,Gael Monfils,Taro Daniel,Hard,41,28
Us Open,R128,Andrey Rublev,Arthur Cazaux,Hard,30,11
Us Open,R128,Casper Ruud,Emilio Nava,Hard,45,17
Us Open,R128,Zhizhen Zhang,J J Wolf,Hard,56,31
Us Open,R128,Rinky Hijikata,Pavel Kotov,Hard,45,13
Us Open,R128,Marton Fucsovics,Sebastian Korda,Hard,56,19
Us Open,R128,Adrian Mannarino,Yosuke Watanuki,Hard,46,24
Us Open,R128,Fabian Marozsan,Richard Gasquet,Hard,50,28
Us Open,R128,Sebastian Ofner,Nuno Borges,Hard,45,28
Us Open,R128,Frances Tiafoe,Learner Tien,Hard,27,14
Us Open,R128,Tommy Paul,Stefano Travaglia,Hard,34,14
Us Open,R128,Roman Safiullin,Marco Cecchinato,Hard,24,15
Us Open,R128,Juan Manuel Cerundolo,Ilya Ivashka,Hard,48,19
Us Open,R128,Alejandro Davidovich Fokina,Marcos Giron,Hard,28,7
Us Open,R128,Dominic Thiem,Alexander Bublik,Hard,27,14
Us Open,R128,Ben Shelton,Pedro Cachin,Hard,34,18
Us Open,R128,Aslan Karatsev,Jiri Lehecka,Hard,27,15
Us Open,R128,Roberto Carballes Baena,Holger Rune,Hard,36,9
Us Open,R128,Stefanos Tsitsipas,Milos Raonic,Hard,27,15
Us Open,R128,Dominic Stricker,Alexei Popyrin,Hard,37,25
Us Open,R128,Benjamin Bonzi,Quentin Halys,Hard,42,36
Us Open,R128,Christopher Eubanks,Soon Woo Kwon,Hard,35,27
Us Open,R128,Titouan Droguet,Lorenzo Musetti,Hard,45,19
Us Open,R128,Jakub Mensik,Gregoire Barrere,Hard,41,16
Us Open,R128,Juan Pablo Varillas,Miomir Kecmanovic,Hard,41,19
Us Open,R128,Taylor Fritz,Steve Johnson,Hard,23,13
Us Open,R128,Mackenzie Mcdonald,Felix Auger Aliassime,Hard,40,21
Us Open,R128,Borna Gojo,Hugo Dellien,Hard,25,15
Us Open,R128,Jiri Vesely,Enzo Couacaud,Hard,48,44
Us Open,R128,Francisco Cerundolo,Zachary Svajda,Hard,41,11
Us Open,R128,Laslo Djere,Brandon Nakashima,Hard,32,12
Us Open,R128,Hugo Gaston,Sho Shimabukuro,Hard,28,6
Us Open,R128,Bernabe Zapata Miralles,Ethan Quinn,Hard,29,9
Us Open,R128,Novak Djokovic,Alexandre Muller,Hard,23,10
Us Open,R64,Carlos Alcaraz,Lloyd Harris,Hard,29,10
Us Open,R64,Daniel Evans,Botic Van De Zandschulp,Hard,32,11
Us Open,R64,Matteo Arnaldi,Arthur Fils,Hard,56,21
Us Open,R64,Cameron Norrie,Yu Hsiou Hsu,Hard,32,20
Us Open,R64,Alexander Zverev,Daniel Altmaier,Hard,41,12
Us Open,R64,Grigor Dimitrov,Andy Murray,Hard,26,8
Us Open,R64,Stan Wawrinka,Tomas Martin Etcheverry,Hard,43,33
Us Open,R64,Jannik Sinner,Lorenzo Sonego,Hard,28,8
Us Open,R64,Daniil Medvedev,Christopher Oconnell,Hard,37,15
Us Open,R64,Sebastian Baez,Felipe Meligeni Alves,Hard,33,8
Us Open,R64,Nicolas Jarry,Alex Michelsen,Hard,37,18
Us Open,R64,Alex De Minaur,Yibing Wu,Hard,22,3
Us Open,R64,Michael Mmoh,John Isner,Hard,55,67
Us Open,R64,Jack Draper,Hubert Hurkacz,Hard,30,12
Us Open,R64,Arthur Rinderknech,Matteo Berrettini,Hard,18,15
Us Open,R64,Andrey Rublev,Gael Monfils,Hard,35,11
Us Open,R64,Zhizhen Zhang,Casper Ruud,Hard,44,25
Us Open,R64,Rinky Hijikata,Marton Fucsovics,Hard,22,4
Us Open,R64,Adrian Mannarino,Fabian Marozsan,Hard,36,20
Us Open,R64,Frances Tiafoe,Sebastian Ofner,Hard,26,10
Us Open,R64,Tommy Paul,Roman Safiullin,Hard,44,18
Us Open,R64,Alejandro Davidovich Fokina,Juan Manuel Cerundolo,Hard,26,8
Us Open,R64,Ben Shelton,Dominic Thiem,Hard,14,9
Us Open,R64,Aslan Karatsev,Roberto Carballes Baena,Hard,40,11
Us Open,R64,Dominic Stricker,Stefanos Tsitsipas,Hard,60,33
Us Open,R64,Benjamin Bonzi,Christopher Eubanks,Hard,42,34
Us Open,R64,Jakub Mensik,Titouan Droguet,Hard,39,21
Us Open,R64,Taylor Fritz,Juan Pablo Varillas,Hard,23,11
Us Open,R64,Borna Gojo,Mackenzie Mcdonald,Hard,29,18
Us Open,R64,Jiri Vesely,Francisco Cerundolo,Hard,51,29
Us Open,R64,Laslo Djere,Hugo Gaston,Hard,24,9
Us Open,R64,Novak Djokovic,Bernabe Zapata Miralles,Hard,24,7
Us Open,R32,Carlos Alcaraz,Daniel Evans,Hard,36,14
Us Open,R32,Matteo Arnaldi,Cameron Norrie,Hard,28,8
Us Open,R32,Alexander Zverev,Grigor Dimitrov,Hard,40,22
Us Open,R32,Jannik Sinner,Stan Wawrinka,Hard,35,20
Us Open,R32,Daniil Medvedev,Sebastian Baez,Hard,29,12
Us Open,R32,Alex De Minaur,Nicolas Jarry,Hard,24,6
Us Open,R32,Jack Draper,Michael Mmoh,Hard,36,23
Us Open,R32,Andrey Rublev,Arthur Rinderknech,Hard,37,26
Us Open,R32,Rinky Hijikata,Zhizhen Zhang,Hard,37,23
Us Open,R32,Frances Tiafoe,Adrian Mannarino,Hard,40,27
Us Open,R32,Tommy Paul,Alejandro Davidovich Fokina,Hard,31,18
Us Open,R32,Ben Shelton,Aslan Karatsev,Hard,33,28
Us Open,R32,Dominic Stricker,Benjamin Bonzi,Hard,50,24
Us Open,R32,Taylor Fritz,Jakub Mensik,Hard,21,11
Us Open,R32,Borna Gojo,Jiri Vesely,Hard,27,20
Us Open,R32,Novak Djokovic,Laslo Djere,Hard,43,20
Us Open,R16,Carlos Alcaraz,Matteo Arnaldi,Hard,28,6
Us Open,R16,Alexander Zverev,Jannik Sinner,Hard,46,28
Us Open,R16,Daniil Medvedev,Alex De Minaur,Hard,33,12
Us Open,R16,Andrey Rublev,Jack Draper,Hard,37,32
Us Open,R16,Frances Tiafoe,Rinky Hijikata,Hard,27,15
Us Open,R16,Ben Shelton,Tommy Paul,Hard,39,22
Us Open,R16,Taylor Fritz,Dominic Stricker,Hard,33,30
Us Open,R16,Novak Djokovic,Borna Gojo,Hard,30,26
Us Open,QF,Carlos Alcaraz,Alexander Zverev,Hard,27,9
Us Open,QF,Daniil Medvedev,Andrey Rublev,Hard,29,12
Us Open,QF,Ben Shelton,Frances Tiafoe,Hard,38,21
Us Open,QF,Novak Djokovic,Taylor Fritz,Hard,27,15
Us Open,SF,Daniil Medvedev,Carlos Alcaraz,Hard,38,9
Us Open,SF,Novak Djokovic,Ben Shelton,Hard,30,10
Us Open,F,Novak Djokovic,Daniil Medvedev,Hard,31,10
